organism,ec,lineage
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.1.1.63,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.1.1.72,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.1.1.90,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.1.2.1,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.1.2.3,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.1.3.2,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.1.3.3,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.2.1.1,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.2.1.10,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.2.1.2,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.2.1.6,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.3.1.1,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.3.1.128,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.3.1.157,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.3.1.169,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.3.1.30,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.3.1.35,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.3.1.46,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.3.1.48,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.3.1.57,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.3.1.9,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.3.3.1,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.3.3.10,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.3.3.13,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.4.1.15,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.4.1.83,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.4.2.-,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.4.2.10,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.4.2.14,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.4.2.17,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.4.2.18,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.4.2.19,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.4.2.28,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.4.2.29,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.4.2.4,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.4.2.7,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.4.99.18,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.5.1.-,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.5.1.1,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.5.1.10,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.5.1.108,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.5.1.114,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.5.1.15,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.5.1.19,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.5.1.29,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.5.1.3,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.5.1.41,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.5.1.42,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.5.1.46,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.5.1.47,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.5.1.49,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.5.1.6,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.5.1.61,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.5.1.72,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.5.1.74,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.5.1.76,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.5.1.78,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.5.1.89,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.5.1.9,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.5.1.90,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.6.1.-,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.6.1.1,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.6.1.11,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,2.6.1.16,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
